Establishment Name,Inspection Date,Severity,Latitude,Longitude,Infraction Details
AMOR A LA MEXICANA,2025-04-23,C - Crucial,43.75125,-79.55202,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
BURRITOZ,2025-04-23,C - Crucial,43.64113,-79.41644,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
COMMISSO BROS.& RACCO BAKERY,2025-04-24,C - Crucial,43.74843,-79.51737,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
CRAVEWINGS INC,2025-04-24,C - Crucial,43.70306,-79.41461,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
CURRY KITCHEN PLUS FALAFEL HOUSE,2025-04-24,C - Crucial,43.65666,-79.37576,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
CURRY KITCHEN PLUS FALAFEL HOUSE,2025-04-24,C - Crucial,43.65666,-79.37576,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DHAKA KITCHEN,2025-04-23,C - Crucial,43.70506,-79.28855,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
HABIBZ CORNER,2025-04-23,C - Crucial,43.64737,-79.40369,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
KAWA SUSHI,2025-04-23,C - Crucial,43.66398,-79.37996,Fail to protect food from contamination or adulteration - Sec. 26(1) 
M WELLNEZZ KITCHEN,2025-04-23,C - Crucial,43.77745,-79.49362,Fail to process food in manner safe to eat - Sec. 26(2)
M WELLNEZZ KITCHEN,2025-04-23,C - Crucial,43.77745,-79.49362,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
M WELLNEZZ KITCHEN,2025-04-23,C - Crucial,43.77745,-79.49362,Use equipment not non-toxic in contact with food - Sec. 8(2)(a) 
M WELLNEZZ KITCHEN,2025-04-23,C - Crucial,43.77745,-79.49362,Fail to protect food from contamination or adulteration - Sec. 26(1) 
MEATPOINT,2025-04-23,C - Crucial,43.72769,-79.47873,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food areas - Sec. 33(1)(h) 
MEATPOINT,2025-04-23,C - Crucial,43.72769,-79.47873,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
MEATPOINT,2025-04-23,C - Crucial,43.72769,-79.47873,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
MR TONKATSU,2025-04-23,C - Crucial,43.66528,-79.41075,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
MR TONKATSU,2025-04-23,C - Crucial,43.66528,-79.41075,Distribute potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SAINT GERMAIN,2025-04-24,C - Crucial,43.65368,-79.38011,Store ice in unsanitary manner - Sec.  26(5) 
TASTE SEDUCTION,2025-04-23,C - Crucial,43.66611,-79.46465,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
TASTE SEDUCTION,2025-04-23,C - Crucial,43.66611,-79.46465,Fail to protect food from contamination or adulteration - Sec. 26(1) 
THE KABOB GUYS,2025-04-24,C - Crucial,43.64788,-79.39588,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
WOK & BOWL,2025-04-23,C - Crucial,43.71801,-79.42977,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
ZHANGLIANG SPICY HOTPOT,2025-04-23,C - Crucial,43.77688,-79.41442,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
ZHANGLIANG SPICY HOTPOT,2025-04-23,C - Crucial,43.77688,-79.41442,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
COMMA,2025-04-24,C - Crucial,43.64784,-79.4008,Store ice in unsanitary manner - Sec.  26(5) 
DADDY'S CHICKEN,2025-04-25,C - Crucial,43.66385,-79.32884,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRANCOBOLLO,2025-04-24,C - Crucial,43.73445,-79.41941,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
FRANCOBOLLO,2025-04-24,C - Crucial,43.73445,-79.41941,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FRANCOBOLLO,2025-04-24,C - Crucial,43.73445,-79.41941,Store ice in unsanitary manner - Sec.  26(5) 
FRANCOBOLLO,2025-04-24,C - Crucial,43.73445,-79.41941,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
HOT WOK,2025-04-25,C - Crucial,43.76942,-79.28158,Fail to protect food from contamination or adulteration - Sec. 26(1) 
INSIDE LAGOS KITCHEN,2025-04-25,C - Crucial,43.76485,-79.48988,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
INSIDE LAGOS KITCHEN,2025-04-25,C - Crucial,43.76485,-79.48988,Fail to protect food from contamination or adulteration - Sec. 26(1) 
MANGO SUSHI,2025-04-25,C - Crucial,43.68213,-79.33055,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
MANGO THAI KITCHEN,2025-04-25,C - Crucial,43.71693,-79.44743,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
MORGANS ON THE DANFORTH,2025-04-25,C - Crucial,43.68214,-79.33035,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SILVER SPOON,2025-04-25,C - Crucial,43.7915,-79.25159,Sell potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
The Jerk Box,2025-04-25,C - Crucial,43.70264,-79.50409,Fail to protect food from contamination or adulteration - Sec. 26(1) 
The Jerk Box,2025-04-25,C - Crucial,43.70264,-79.50409,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
THE RIVIERA,2025-04-28,C - Crucial,43.62737,-79.35649,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
WAN2 FOOD MART,2025-04-28,C - Crucial,43.67171,-79.37239,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FALAFEL & GRILL EXPRESS,2025-04-29,C - Crucial,43.76485,-79.48988,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
HYDERABAD CAFE,2025-04-29,C - Crucial,43.73591,-79.25275,Fail to protect food from contamination or adulteration - Sec. 26(1) 
KANGA RESTAURANT,2025-04-29,C - Crucial,43.71026,-79.29624,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
NAIJA JOLLOF,2025-04-29,C - Crucial,43.76485,-79.48988,Fail to process food in manner safe to eat - Sec. 26(2)
NAIJA JOLLOF,2025-04-29,C - Crucial,43.76485,-79.48988,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SADIO RESTAURANT,2025-04-29,C - Crucial,43.65829,-79.36553,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SADIO RESTAURANT,2025-04-29,C - Crucial,43.65829,-79.36553,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
SARANG KITCHEN,2025-04-26,C - Crucial,43.67968,-79.34216,Fail to ensure room kept free from live birds or animals - Sec. 14(1)
TED'S RESTAURANT,2025-04-29,C - Crucial,43.78455,-79.16908,Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  
Fusion Supermarket,2025-04-30,C - Crucial,43.80111,-79.19979,Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  
KOZ BINGOL EXPRESS,2025-04-30,C - Crucial,43.64719,-79.40405,Fail to protect food from contamination or adulteration - Sec. 26(1) 
MOMOTARO SUSHI,2025-04-30,C - Crucial,43.66529,-79.46646,Fail to protect food from contamination or adulteration - Sec. 26(1) 
N'JOY SHAWARMA,2025-04-30,C - Crucial,43.72124,-79.45583,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
N'JOY SHAWARMA,2025-04-30,C - Crucial,43.72124,-79.45583,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
N'JOY SHAWARMA,2025-04-30,C - Crucial,43.72124,-79.45583,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DADDY'S CHICKEN,2025-05-01,C - Crucial,43.66385,-79.32884,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Family Restaurant Wok & Fortune,2025-05-01,C - Crucial,43.73941,-79.23811,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Jacky's Seafood Restaurant,2025-05-01,C - Crucial,43.8093,-79.29035,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
MONKEY SUSHI,2025-05-01,C - Crucial,43.67478,-79.38825,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
JAVA JOE'S,2025-05-02,C - Crucial,43.64367,-79.39002,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
RAMEN X REMIX,2025-05-02,C - Crucial,43.6486,-79.39818,Store ice in unsanitary manner - Sec.  26(5) 
THE TUMMY SECTION BY DELHI BOYZ,2025-05-05,C - Crucial,43.65383,-79.45114,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
THE WORKS,2025-05-05,C - Crucial,43.64876,-79.37411,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
A CORNER CAFE AND RESTAURANT,2025-05-06,C - Crucial,43.77035,-79.41288,Store ice in unsanitary manner - Sec.  26(5) 
DUFFERIN MEAT MARKET,2025-05-07,C - Crucial,43.70907,-79.45332,Fail to protect food from contamination or adulteration - Sec. 26(1) 
HUTCHIE CATERING AND CARIBBEAN RESTAURANT,2025-05-07,C - Crucial,43.6834,-79.30013,Fail to protect food from contamination or adulteration - Sec. 26(1) 
IMPERFECT FRESH EATS,2025-05-07,C - Crucial,43.76226,-79.41083,Fail to ensure storage racks designed to protect against contamination - Sec. 31
IMPERFECT FRESH EATS,2025-05-07,C - Crucial,43.76226,-79.41083,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
JAVA CAFE,2025-05-07,C - Crucial,43.64805,-79.3997,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SALMA CAFE & RESTAURANT,2025-05-07,C - Crucial,43.70092,-79.51794,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SALMA CAFE & RESTAURANT,2025-05-07,C - Crucial,43.70092,-79.51794,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SALMA CAFE & RESTAURANT,2025-05-07,C - Crucial,43.70092,-79.51794,Fail to protect food from contamination or adulteration - Sec. 26(1) 
YUK YUK'S,2025-05-06,C - Crucial,43.64978,-79.38841,Store ice in unsanitary manner - Sec.  26(5) 
HAYMISHE BAKERY,2025-05-08,C - Crucial,43.71828,-79.42921,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
PASTABLE,2025-05-08,C - Crucial,43.70069,-79.51715,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
PASTABLE,2025-05-08,C - Crucial,43.70069,-79.51715,Fail to protect food from contamination or adulteration - Sec. 26(1) 
PASTABLE,2025-05-08,C - Crucial,43.70069,-79.51715,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
VATICANO RISTORANTE,2025-05-08,C - Crucial,43.67077,-79.39087,Fail to protect food from contamination or adulteration - Sec. 26(1) 
J & T JAMAICAN RESTAURANT,2025-05-09,C - Crucial,43.70078,-79.51738,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
KOZAK KAPADOKYA,2025-05-09,C - Crucial,43.76281,-79.49141,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
KOZAK KAPADOKYA,2025-05-09,C - Crucial,43.76281,-79.49141,Fail to protect food from contamination or adulteration - Sec. 26(1) 
PUNJABI CHAAP CORNER,2025-05-12,C - Crucial,43.65778,-79.3833,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SAM'S FOOD STORE,2025-05-09,C - Crucial,43.66235,-79.35862,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
STEELES BAKERY,2025-05-12,C - Crucial,43.79099,-79.44515,Fail to ensure food handler in food premise refrains from conduct that could result in contamination of food - Sec. 33(1)(h) 
WHAT A BAGEL,2025-05-12,C - Crucial,43.78067,-79.46986,Fail to protect food from contamination or adulteration - Sec. 26(1) 
WHAT A BAGEL,2025-05-12,C - Crucial,43.78067,-79.46986,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
CALIFORNIA THAI,2025-05-13,C - Crucial,43.65669,-79.38069,Fail to protect food from contamination or adulteration - Sec. 26(1) 
LAJAWAB BIRYANI N GRILLS INC,2025-05-13,C - Crucial,43.65491,-79.40869,Fail to protect food from contamination or adulteration - Sec. 26(1) 
TAVORA BBQ CHICKEN & GRILL,2025-05-13,C - Crucial,43.67463,-79.4566,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
TAVORA BBQ CHICKEN & GRILL,2025-05-13,C - Crucial,43.67463,-79.4566,Fail to protect food from contamination or adulteration - Sec. 26(1) 
GRAB & GO DESHI KITCHEN,2025-05-13,C - Crucial,43.66061,-79.34291,Offer for sale potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
GRAB & GO DESHI KITCHEN,2025-05-13,C - Crucial,43.66061,-79.34291,Operate food premise --- refrigeration equipment for potentially hazardous food not of sufficient size - Sec. 30(a)
GRAB & GO DESHI KITCHEN,2025-05-13,C - Crucial,43.66061,-79.34291,Fail to process food in manner safe to eat - Sec. 26(2)
GRAB & GO DESHI KITCHEN,2025-05-13,C - Crucial,43.66061,-79.34291,Fail to obtain food from source subject to inspection - Sec. 29(1)  
LIBERTY SHAWARMA,2025-05-14,C - Crucial,43.64096,-79.39385,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
PI CO.,2025-05-14,C - Crucial,43.77775,-79.3445,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SHAHI RASOI,2025-05-14,C - Crucial,43.70555,-79.34626,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
TWO BROTHERS SHAWARMA,2025-05-14,C - Crucial,43.6894,-79.29536,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
SIENNA SENIOR LIVING,2025-05-15,C - Crucial,43.75682,-79.52618,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
ST CLAIR BAKERY,2025-05-15,C - Crucial,43.67494,-79.45768,Fail to protect food from contamination or adulteration - Sec. 26(1) 
CRAB BOIL,2025-05-16,C - Crucial,43.71057,-79.53525,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
CRAB BOIL,2025-05-16,C - Crucial,43.71057,-79.53525,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ELEMENT LOUNGE & RESTAURANT,2025-05-15,C - Crucial,43.75697,-79.52863,Fail to protect food from contamination or adulteration - Sec. 26(1) 
ELEMENT LOUNGE & RESTAURANT,2025-05-15,C - Crucial,43.75697,-79.52863,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
ELEMENT LOUNGE & RESTAURANT,2025-05-15,C - Crucial,43.75697,-79.52863,Store ice in unsanitary manner - Sec.  26(5) 
THE BIRYANI WALLA/CHICHA'S,2025-05-16,C - Crucial,43.75062,-79.27698,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
KA CHI KOREAN RESTAURANT,2025-05-20,C - Crucial,43.65367,-79.39504,Fail to protect food from contamination or adulteration - Sec. 26(1) 
KA CHI KOREAN RESTAURANT,2025-05-20,C - Crucial,43.65367,-79.39504,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
MAGICAL TASTE OF CHINA,2025-05-20,C - Crucial,43.6533,-79.3969,Fail to protect food from contamination or adulteration - Sec. 26(1) 
Triple Tree Sports Bar & Grill,2025-05-20,C - Crucial,43.67838,-79.44006,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
HAZUKIDO UNION STATION,2025-05-21,C - Crucial,43.64528,-79.38049,Fail to protect food from contamination or adulteration - Sec. 26(1) 
UDUPI PALACE VEGETARIAN,2025-05-21,C - Crucial,43.67202,-79.32242,Fail to protect food from contamination or adulteration - Sec. 26(1) 
UDUPI PALACE VEGETARIAN,2025-05-21,C - Crucial,43.67202,-79.32242,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
ANGARA,2025-05-22,C - Crucial,43.65004,-79.60354,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
ANGARA,2025-05-22,C - Crucial,43.65004,-79.60354,Fail to protect food from contamination or adulteration - Sec. 26(1) 
THE BIRYANI WALLA,2025-05-22,C - Crucial,43.72892,-79.40286,Fail to protect food from contamination or adulteration - Sec. 26(1) 
BHOJAN GHAR,2025-05-23,C - Crucial,43.68495,-79.31724,Fail to protect food from contamination or adulteration - Sec. 26(1) 
INDIAN RASOI,2025-05-23,C - Crucial,43.67208,-79.32199,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FARM BOY,2025-05-23,C - Crucial,43.70413,-79.39754,Fail to protect food from contamination or adulteration - Sec. 26(1) 
BOYO AFRICAN SUPERSTORE,2025-05-29,C - Crucial,43.75919,-79.5709,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
CITY SOUTH PIZZA,2025-05-29,C - Crucial,43.7312,-79.60061,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DAKGOGI,2025-05-28,C - Crucial,43.6649,-79.38318,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DOMINO'S,2025-05-29,C - Crucial,43.68357,-79.39248,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
EAT BKK THAI KITCHEN,2025-05-26,C - Crucial,43.79573,-79.41915,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FIRKIN ON THE DANFORTH,2025-05-28,C - Crucial,43.6851,-79.31338,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
FIRKIN ON THE DANFORTH,2025-05-28,C - Crucial,43.6851,-79.31338,Fail to protect food from contamination or adulteration - Sec. 26(1) 
FORTUNE SEAFOOD RESTAURANT,2025-05-26,C - Crucial,43.81403,-79.29152,Fail to protect food from contamination or adulteration - Sec. 26(1) 
INDIA PAAN,2025-05-29,C - Crucial,43.67206,-79.3223,Fail to protect food from contamination or adulteration - Sec. 26(1) 
INDIA PAAN,2025-05-29,C - Crucial,43.67206,-79.3223,Display potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
KAITO SUSHI,2025-05-28,C - Crucial,43.67738,-79.44456,Fail to protect food from contamination or adulteration - Sec. 26(1) 
KATHMANDU RESTAURANT,2025-05-27,C - Crucial,43.67114,-79.38797,Fail to protect food from contamination or adulteration - Sec. 26(1) 
LAHORE BBQ AND PAAN CENTRE,2025-05-29,C - Crucial,43.67204,-79.32201,Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  
LAHORE BBQ AND PAAN CENTRE,2025-05-29,C - Crucial,43.67204,-79.32201,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
PAPE VILLAGE ORIGINAL GREEK RESTAURANT,2025-05-28,C - Crucial,43.68671,-79.34813,Fail to protect food from contamination or adulteration - Sec. 26(1) 
PAPE VILLAGE ORIGINAL GREEK RESTAURANT,2025-05-28,C - Crucial,43.68671,-79.34813,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SAM'S FOOD STORE,2025-05-27,C - Crucial,43.65798,-79.3712,Fail to protect food from contamination or adulteration - Sec. 26(1) 
W.A.CAFE,2025-05-27,C - Crucial,43.73006,-79.43415,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
W.A.CAFE,2025-05-27,C - Crucial,43.73006,-79.43415,Sell potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
WAN2 FOOD MART,2025-05-27,C - Crucial,43.67171,-79.37239,Fail to protect food from contamination or adulteration - Sec. 26(1) 
DHAKA KITCHEN,2025-05-30,C - Crucial,43.70506,-79.28855,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
DATTA FOOD MANUFACTORY,2025-06-02,C - Crucial,43.8113,-79.25744,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
Kairali,2025-06-02,C - Crucial,43.75491,-79.27701,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
Kairali,2025-06-02,C - Crucial,43.75491,-79.27701,Fail to protect food from contamination or adulteration - Sec. 26(1) 
LAHORE TIKKA HOUSE,2025-05-30,C - Crucial,43.67149,-79.32456,Fail to protect food from contamination or adulteration - Sec. 26(1) 
LAHORE TIKKA HOUSE,2025-05-30,C - Crucial,43.67149,-79.32456,Store ice in unsanitary manner - Sec.  26(5) 
TAGPUAN 5,2025-06-02,C - Crucial,43.65735,-79.38097,Fail to protect food from contamination or adulteration - Sec. 26(1) 
TAGPUAN 5,2025-06-02,C - Crucial,43.65735,-79.38097,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
INDIA PAAN,2025-06-03,C - Crucial,43.67206,-79.3223,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
INDIA PAAN,2025-06-03,C - Crucial,43.67206,-79.3223,Fail to protect food from contamination or adulteration - Sec. 26(1) 
J STAR CAFE,2025-06-03,C - Crucial,43.73623,-79.25021,Food premise maintained in manner to permit contamination of single-service articles - Sec. 7(1)(h)  
ROCCO'S PLUM TOMATO,2025-06-03,C - Crucial,43.63022,-79.48489,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
CANTON KITCHEN,2025-06-04,C - Crucial,43.79796,-79.27118,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
CANTON KITCHEN,2025-06-04,C - Crucial,43.79796,-79.27118,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
CANTON KITCHEN,2025-06-04,C - Crucial,43.79796,-79.27118,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
FULL HOUSE CHINESE,2025-06-04,C - Crucial,43.80374,-79.28682,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
GOOD BITE RESTAURANT,2025-06-04,C - Crucial,43.71148,-79.39908,Fail to protect food from contamination or adulteration - Sec. 26(1) 
JOEY YORKDALE,2025-06-04,C - Crucial,43.72608,-79.45147,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
KACHIGUDA JUNCTION,2025-06-04,C - Crucial,43.79381,-79.32956,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
LAZY SHACK/Mala Boy Restaurant,2025-06-04,C - Crucial,43.65566,-79.39222,Fail to protect food from contamination or adulteration - Sec. 26(1) 
LEELA INDIAN FOOD BAR,2025-06-04,C - Crucial,43.66566,-79.47349,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
MANDIAFANDI,2025-06-04,C - Crucial,43.70779,-79.34348,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
REAL FRUIT BUBBLE TEA,2025-06-04,C - Crucial,43.72608,-79.45147,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
RUTH'S CATERING AND TAKEOUT,2025-06-04,C - Crucial,43.77421,-79.24126,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
RUTH'S CATERING AND TAKEOUT,2025-06-04,C - Crucial,43.77421,-79.24126,Fail to protect food from contamination or adulteration - Sec. 26(1) 
EGGLICIOUS CAFE,2025-06-05,C - Crucial,43.6064,-79.52083,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
GINZA SUSHI,2025-06-05,C - Crucial,43.78804,-79.38107,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food areas - Sec.  33(1)(e)
SUN-UP BARBECUE CO,2025-06-05,C - Crucial,43.72697,-79.43127,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
SUN-UP BARBECUE CO,2025-06-05,C - Crucial,43.72697,-79.43127,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
SUN-UP BARBECUE CO,2025-06-05,C - Crucial,43.72697,-79.43127,Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  
SUN-UP BARBECUE CO,2025-06-05,C - Crucial,43.72697,-79.43127,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SUN-UP BARBECUE CO,2025-06-05,C - Crucial,43.72697,-79.43127,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
GUELAGUETZA RESTAURANT & GRILL,2025-06-04,C - Crucial,43.7047,-79.50458,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
PALMYRA MEDITERRANEAN HOUSE,2025-06-06,C - Crucial,43.65004,-79.60354,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
THE HOMEWAY,2025-06-06,C - Crucial,43.71256,-79.39147,Fail to ensure food handler in food premise washes hands as necessary to prevent contamination of food - Sec. 33(1)(e) 
THE HOMEWAY,2025-06-06,C - Crucial,43.71256,-79.39147,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
THE HOMEWAY,2025-06-06,C - Crucial,43.71256,-79.39147,Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
GRODZINSKI,2025-06-09,C - Crucial,43.72791,-79.43134,Fail to protect food from contamination or adulteration - Sec. 26(1) 
KORDOG,2025-06-09,C - Crucial,43.65735,-79.38097,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
SHATTER ABBAS PERSIAN CUISINE,2025-06-10,C - Crucial,43.76988,-79.37445,Fail to protect food from contamination or adulteration - Sec. 26(1) 
SWATOW RESTAURANT,2025-06-10,C - Crucial,43.65382,-79.39816,Fail to protect food from contamination or adulteration - Sec. 26(1) 
BEST FRESH BUY MARKET,2025-06-11,C - Crucial,43.71141,-79.39869,Distribute potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)
BEST FRESH BUY MARKET,2025-06-11,C - Crucial,43.71141,-79.39869,Food premise maintained in manner permitting adverse effect on food - Sec. 7(1)(a)(iii) 
MESOBS RESTAURANT INC.,2025-06-11,C - Crucial,43.6588,-79.44289,Maintain potentially hazardous foods at internal temperature between 4 C and 60 C -  Sec. 27(1)
THE BRADGATE ARMS,2025-06-11,C - Crucial,43.68575,-79.40059,Fail to protect food from contamination or adulteration - Sec. 26(1) 
VESTA LUNCH,2025-06-11,C - Crucial,43.67315,-79.41429,Fail to protect food from contamination or adulteration - Sec. 26(1) 
VESTA LUNCH,2025-06-11,C - Crucial,43.67315,-79.41429,Hot-holding potentially hazardous foods at internal temperature below 60 C - Sec. 30(a)
VESTA LUNCH,2025-06-11,C - Crucial,43.67315,-79.41429,Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)
